## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC21_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC21_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC21_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 05:47:19 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC21	285172	30512177	596848	109076	2590863	8171	0.086297	169822053

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000245
2.0	1.835994
3.0	2.534299
4.0	3.117765
5.0	3.605276
6.0	4.012614
7.0	4.352963
8.0	4.637339
9.0	4.874949
10.0	5.073482
11.0	5.239365
12.0	5.377968
13.0	5.493777
14.0	5.590541
15.0	5.671391
16.0	5.738945
17.0	5.79539
18.0	5.842551
19.0	5.881957
20.0	5.914883
21.0	5.942393
22.0	5.965379
23.0	5.984586
24.0	6.000633
25.0	6.014042
26.0	6.025245
27.0	6.034606
28.0	6.042427
29.0	6.048962
30.0	6.054423
31.0	6.058985
32.0	6.062797
33.0	6.065983
34.0	6.068644
35.0	6.070868
36.0	6.072726
37.0	6.074278
38.0	6.075575
39.0	6.076659
40.0	6.077565
41.0	6.078321
42.0	6.078953
43.0	6.079482
44.0	6.079923
45.0	6.080292
46.0	6.0806
47.0	6.080857
48.0	6.081073
49.0	6.081252
50.0	6.081402
51.0	6.081528
52.0	6.081633
53.0	6.08172
54.0	6.081794
55.0	6.081855
56.0	6.081906
57.0	6.081949
58.0	6.081984
59.0	6.082014
60.0	6.082039
61.0	6.08206
62.0	6.082077
63.0	6.082092
64.0	6.082104
65.0	6.082114
66.0	6.082122
67.0	6.08213
68.0	6.082135
69.0	6.08214
70.0	6.082145
71.0	6.082148
72.0	6.082151
73.0	6.082153
74.0	6.082155
75.0	6.082157
76.0	6.082158
77.0	6.08216
78.0	6.082161
79.0	6.082161
80.0	6.082162
81.0	6.082163
82.0	6.082163
83.0	6.082163
84.0	6.082164
85.0	6.082164
86.0	6.082164
87.0	6.082165
88.0	6.082165
89.0	6.082165
90.0	6.082165
91.0	6.082165
92.0	6.082165
93.0	6.082165
94.0	6.082165
95.0	6.082165
96.0	6.082165
97.0	6.082165
98.0	6.082165
99.0	6.082165
100.0	6.082165

