## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/95-HS3_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/95-HS3_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/95-HS3_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 24 21:00:40 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_95-HS3	346034	42399228	890076	201381	9253647	7570	0.219729	82464843

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000137
2.0	1.598227
3.0	1.955891
4.0	2.169778
5.0	2.297684
6.0	2.374172
7.0	2.419914
8.0	2.447267
9.0	2.463625
10.0	2.473407
11.0	2.479257
12.0	2.482755
13.0	2.484847
14.0	2.486098
15.0	2.486846
16.0	2.487293
17.0	2.487561
18.0	2.487721
19.0	2.487817
20.0	2.487874
21.0	2.487908
22.0	2.487928
23.0	2.487941
24.0	2.487948
25.0	2.487952
26.0	2.487955
27.0	2.487957
28.0	2.487958
29.0	2.487958
30.0	2.487958
31.0	2.487959
32.0	2.487959
33.0	2.487959
34.0	2.487959
35.0	2.487959
36.0	2.487959
37.0	2.487959
38.0	2.487959
39.0	2.487959
40.0	2.487959
41.0	2.487959
42.0	2.487959
43.0	2.487959
44.0	2.487959
45.0	2.487959
46.0	2.487959
47.0	2.487959
48.0	2.487959
49.0	2.487959
50.0	2.487959
51.0	2.487959
52.0	2.487959
53.0	2.487959
54.0	2.487959
55.0	2.487959
56.0	2.487959
57.0	2.487959
58.0	2.487959
59.0	2.487959
60.0	2.487959
61.0	2.487959
62.0	2.487959
63.0	2.487959
64.0	2.487959
65.0	2.487959
66.0	2.487959
67.0	2.487959
68.0	2.487959
69.0	2.487959
70.0	2.487959
71.0	2.487959
72.0	2.487959
73.0	2.487959
74.0	2.487959
75.0	2.487959
76.0	2.487959
77.0	2.487959
78.0	2.487959
79.0	2.487959
80.0	2.487959
81.0	2.487959
82.0	2.487959
83.0	2.487959
84.0	2.487959
85.0	2.487959
86.0	2.487959
87.0	2.487959
88.0	2.487959
89.0	2.487959
90.0	2.487959
91.0	2.487959
92.0	2.487959
93.0	2.487959
94.0	2.487959
95.0	2.487959
96.0	2.487959
97.0	2.487959
98.0	2.487959
99.0	2.487959
100.0	2.487959

