## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/SBCC144_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/SBCC144_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/SBCC144_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 16:12:23 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_SBCC144	547165	63667333	1368439	337435	12990270	7114	0.205799	134039962

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000087
2.0	1.622034
3.0	2.008819
4.0	2.249357
5.0	2.398946
6.0	2.491974
7.0	2.549828
8.0	2.585807
9.0	2.608182
10.0	2.622096
11.0	2.63075
12.0	2.636132
13.0	2.639478
14.0	2.64156
15.0	2.642854
16.0	2.643659
17.0	2.644159
18.0	2.644471
19.0	2.644664
20.0	2.644785
21.0	2.64486
22.0	2.644906
23.0	2.644935
24.0	2.644953
25.0	2.644964
26.0	2.644971
27.0	2.644976
28.0	2.644978
29.0	2.64498
30.0	2.644981
31.0	2.644982
32.0	2.644982
33.0	2.644982
34.0	2.644983
35.0	2.644983
36.0	2.644983
37.0	2.644983
38.0	2.644983
39.0	2.644983
40.0	2.644983
41.0	2.644983
42.0	2.644983
43.0	2.644983
44.0	2.644983
45.0	2.644983
46.0	2.644983
47.0	2.644983
48.0	2.644983
49.0	2.644983
50.0	2.644983
51.0	2.644983
52.0	2.644983
53.0	2.644983
54.0	2.644983
55.0	2.644983
56.0	2.644983
57.0	2.644983
58.0	2.644983
59.0	2.644983
60.0	2.644983
61.0	2.644983
62.0	2.644983
63.0	2.644983
64.0	2.644983
65.0	2.644983
66.0	2.644983
67.0	2.644983
68.0	2.644983
69.0	2.644983
70.0	2.644983
71.0	2.644983
72.0	2.644983
73.0	2.644983
74.0	2.644983
75.0	2.644983
76.0	2.644983
77.0	2.644983
78.0	2.644983
79.0	2.644983
80.0	2.644983
81.0	2.644983
82.0	2.644983
83.0	2.644983
84.0	2.644983
85.0	2.644983
86.0	2.644983
87.0	2.644983
88.0	2.644983
89.0	2.644983
90.0	2.644983
91.0	2.644983
92.0	2.644983
93.0	2.644983
94.0	2.644983
95.0	2.644983
96.0	2.644983
97.0	2.644983
98.0	2.644983
99.0	2.644983
100.0	2.644983

