## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/HOR6360_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/HOR6360_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/HOR6360_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 13:56:17 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_HOR6360	374554	52297798	970434	201311	12134898	13698	0.233124	94561974

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000196
2.0	1.5755
3.0	1.90641
4.0	2.096746
5.0	2.206225
6.0	2.269197
7.0	2.305418
8.0	2.326252
9.0	2.338235
10.0	2.345128
11.0	2.349093
12.0	2.351373
13.0	2.352685
14.0	2.353439
15.0	2.353873
16.0	2.354123
17.0	2.354266
18.0	2.354349
19.0	2.354396
20.0	2.354424
21.0	2.35444
22.0	2.354449
23.0	2.354454
24.0	2.354457
25.0	2.354458
26.0	2.354459
27.0	2.35446
28.0	2.35446
29.0	2.354461
30.0	2.354461
31.0	2.354461
32.0	2.354461
33.0	2.354461
34.0	2.354461
35.0	2.354461
36.0	2.354461
37.0	2.354461
38.0	2.354461
39.0	2.354461
40.0	2.354461
41.0	2.354461
42.0	2.354461
43.0	2.354461
44.0	2.354461
45.0	2.354461
46.0	2.354461
47.0	2.354461
48.0	2.354461
49.0	2.354461
50.0	2.354461
51.0	2.354461
52.0	2.354461
53.0	2.354461
54.0	2.354461
55.0	2.354461
56.0	2.354461
57.0	2.354461
58.0	2.354461
59.0	2.354461
60.0	2.354461
61.0	2.354461
62.0	2.354461
63.0	2.354461
64.0	2.354461
65.0	2.354461
66.0	2.354461
67.0	2.354461
68.0	2.354461
69.0	2.354461
70.0	2.354461
71.0	2.354461
72.0	2.354461
73.0	2.354461
74.0	2.354461
75.0	2.354461
76.0	2.354461
77.0	2.354461
78.0	2.354461
79.0	2.354461
80.0	2.354461
81.0	2.354461
82.0	2.354461
83.0	2.354461
84.0	2.354461
85.0	2.354461
86.0	2.354461
87.0	2.354461
88.0	2.354461
89.0	2.354461
90.0	2.354461
91.0	2.354461
92.0	2.354461
93.0	2.354461
94.0	2.354461
95.0	2.354461
96.0	2.354461
97.0	2.354461
98.0	2.354461
99.0	2.354461
100.0	2.354461

