## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/SBCC014_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/SBCC014_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/SBCC014_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 15:47:47 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_SBCC014	441840	45938629	1066216	246649	7000625	5554	0.154333	135074758

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000102
2.0	1.711874
3.0	2.218444
4.0	2.57897
5.0	2.835556
6.0	3.018169
7.0	3.148134
8.0	3.240631
9.0	3.306461
10.0	3.353312
11.0	3.386656
12.0	3.410387
13.0	3.427276
14.0	3.439297
15.0	3.447851
16.0	3.45394
17.0	3.458273
18.0	3.461357
19.0	3.463552
20.0	3.465114
21.0	3.466225
22.0	3.467017
23.0	3.46758
24.0	3.46798
25.0	3.468266
26.0	3.468469
27.0	3.468613
28.0	3.468716
29.0	3.468789
30.0	3.468841
31.0	3.468878
32.0	3.468905
33.0	3.468923
34.0	3.468937
35.0	3.468946
36.0	3.468953
37.0	3.468958
38.0	3.468961
39.0	3.468964
40.0	3.468965
41.0	3.468967
42.0	3.468968
43.0	3.468968
44.0	3.468969
45.0	3.468969
46.0	3.468969
47.0	3.468969
48.0	3.468969
49.0	3.46897
50.0	3.46897
51.0	3.46897
52.0	3.46897
53.0	3.46897
54.0	3.46897
55.0	3.46897
56.0	3.46897
57.0	3.46897
58.0	3.46897
59.0	3.46897
60.0	3.46897
61.0	3.46897
62.0	3.46897
63.0	3.46897
64.0	3.46897
65.0	3.46897
66.0	3.46897
67.0	3.46897
68.0	3.46897
69.0	3.46897
70.0	3.46897
71.0	3.46897
72.0	3.46897
73.0	3.46897
74.0	3.46897
75.0	3.46897
76.0	3.46897
77.0	3.46897
78.0	3.46897
79.0	3.46897
80.0	3.46897
81.0	3.46897
82.0	3.46897
83.0	3.46897
84.0	3.46897
85.0	3.46897
86.0	3.46897
87.0	3.46897
88.0	3.46897
89.0	3.46897
90.0	3.46897
91.0	3.46897
92.0	3.46897
93.0	3.46897
94.0	3.46897
95.0	3.46897
96.0	3.46897
97.0	3.46897
98.0	3.46897
99.0	3.46897
100.0	3.46897

