## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC190_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC190_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC190_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 05:51:45 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC190	386756	60022180	1295708	244050	16248087	8854	0.271859	89825645

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000104
2.0	1.512783
3.0	1.775597
4.0	1.910322
5.0	1.979385
6.0	2.014789
7.0	2.032938
8.0	2.042242
9.0	2.047011
10.0	2.049456
11.0	2.050709
12.0	2.051352
13.0	2.051681
14.0	2.05185
15.0	2.051937
16.0	2.051981
17.0	2.052004
18.0	2.052015
19.0	2.052021
20.0	2.052024
21.0	2.052026
22.0	2.052027
23.0	2.052027
24.0	2.052027
25.0	2.052027
26.0	2.052027
27.0	2.052028
28.0	2.052028
29.0	2.052028
30.0	2.052028
31.0	2.052028
32.0	2.052028
33.0	2.052028
34.0	2.052028
35.0	2.052028
36.0	2.052028
37.0	2.052028
38.0	2.052028
39.0	2.052028
40.0	2.052028
41.0	2.052028
42.0	2.052028
43.0	2.052028
44.0	2.052028
45.0	2.052028
46.0	2.052028
47.0	2.052028
48.0	2.052028
49.0	2.052028
50.0	2.052028
51.0	2.052028
52.0	2.052028
53.0	2.052028
54.0	2.052028
55.0	2.052028
56.0	2.052028
57.0	2.052028
58.0	2.052028
59.0	2.052028
60.0	2.052028
61.0	2.052028
62.0	2.052028
63.0	2.052028
64.0	2.052028
65.0	2.052028
66.0	2.052028
67.0	2.052028
68.0	2.052028
69.0	2.052028
70.0	2.052028
71.0	2.052028
72.0	2.052028
73.0	2.052028
74.0	2.052028
75.0	2.052028
76.0	2.052028
77.0	2.052028
78.0	2.052028
79.0	2.052028
80.0	2.052028
81.0	2.052028
82.0	2.052028
83.0	2.052028
84.0	2.052028
85.0	2.052028
86.0	2.052028
87.0	2.052028
88.0	2.052028
89.0	2.052028
90.0	2.052028
91.0	2.052028
92.0	2.052028
93.0	2.052028
94.0	2.052028
95.0	2.052028
96.0	2.052028
97.0	2.052028
98.0	2.052028
99.0	2.052028
100.0	2.052028

