## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/FT525_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/FT525_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/FT525_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 08:25:45 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_FT525	430921	39859511	933975	186792	3155240	7515	0.081064	238807862

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000173
2.0	1.846595
3.0	2.562902
4.0	3.169094
5.0	3.6821
6.0	4.116244
7.0	4.483649
8.0	4.794576
9.0	5.057705
10.0	5.280385
11.0	5.468833
12.0	5.628313
13.0	5.763276
14.0	5.877492
15.0	5.974151
16.0	6.05595
17.0	6.125175
18.0	6.183759
19.0	6.233337
20.0	6.275293
21.0	6.3108
22.0	6.340848
23.0	6.366277
24.0	6.387798
25.0	6.40601
26.0	6.421422
27.0	6.434465
28.0	6.445503
29.0	6.454844
30.0	6.462749
31.0	6.46944
32.0	6.475101
33.0	6.479892
34.0	6.483947
35.0	6.487379
36.0	6.490282
37.0	6.49274
38.0	6.49482
39.0	6.49658
40.0	6.498069
41.0	6.49933
42.0	6.500397
43.0	6.501299
44.0	6.502063
45.0	6.50271
46.0	6.503257
47.0	6.50372
48.0	6.504112
49.0	6.504443
50.0	6.504724
51.0	6.504962
52.0	6.505163
53.0	6.505333
54.0	6.505477
55.0	6.505598
56.0	6.505702
57.0	6.505789
58.0	6.505863
59.0	6.505925
60.0	6.505978
61.0	6.506023
62.0	6.506061
63.0	6.506093
64.0	6.50612
65.0	6.506143
66.0	6.506162
67.0	6.506179
68.0	6.506192
69.0	6.506204
70.0	6.506214
71.0	6.506223
72.0	6.50623
73.0	6.506236
74.0	6.506241
75.0	6.506245
76.0	6.506249
77.0	6.506252
78.0	6.506255
79.0	6.506257
80.0	6.506259
81.0	6.50626
82.0	6.506262
83.0	6.506263
84.0	6.506264
85.0	6.506265
86.0	6.506265
87.0	6.506266
88.0	6.506266
89.0	6.506267
90.0	6.506267
91.0	6.506267
92.0	6.506268
93.0	6.506268
94.0	6.506268
95.0	6.506268
96.0	6.506268
97.0	6.506268
98.0	6.506269
99.0	6.506269
100.0	6.506269

