## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/HOR10610_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/HOR10610_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/HOR10610_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 10:09:36 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_HOR10610	409395	56959574	1250217	257877	15390342	9873	0.271486	85446090

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000122
2.0	1.513629
3.0	1.777286
4.0	1.912659
5.0	1.982165
6.0	2.017853
7.0	2.036177
8.0	2.045585
9.0	2.050415
10.0	2.052896
11.0	2.054169
12.0	2.054823
13.0	2.055159
14.0	2.055331
15.0	2.055419
16.0	2.055465
17.0	2.055488
18.0	2.0555
19.0	2.055506
20.0	2.05551
21.0	2.055511
22.0	2.055512
23.0	2.055512
24.0	2.055513
25.0	2.055513
26.0	2.055513
27.0	2.055513
28.0	2.055513
29.0	2.055513
30.0	2.055513
31.0	2.055513
32.0	2.055513
33.0	2.055513
34.0	2.055513
35.0	2.055513
36.0	2.055513
37.0	2.055513
38.0	2.055513
39.0	2.055513
40.0	2.055513
41.0	2.055513
42.0	2.055513
43.0	2.055513
44.0	2.055513
45.0	2.055513
46.0	2.055513
47.0	2.055513
48.0	2.055513
49.0	2.055513
50.0	2.055513
51.0	2.055513
52.0	2.055513
53.0	2.055513
54.0	2.055513
55.0	2.055513
56.0	2.055513
57.0	2.055513
58.0	2.055513
59.0	2.055513
60.0	2.055513
61.0	2.055513
62.0	2.055513
63.0	2.055513
64.0	2.055513
65.0	2.055513
66.0	2.055513
67.0	2.055513
68.0	2.055513
69.0	2.055513
70.0	2.055513
71.0	2.055513
72.0	2.055513
73.0	2.055513
74.0	2.055513
75.0	2.055513
76.0	2.055513
77.0	2.055513
78.0	2.055513
79.0	2.055513
80.0	2.055513
81.0	2.055513
82.0	2.055513
83.0	2.055513
84.0	2.055513
85.0	2.055513
86.0	2.055513
87.0	2.055513
88.0	2.055513
89.0	2.055513
90.0	2.055513
91.0	2.055513
92.0	2.055513
93.0	2.055513
94.0	2.055513
95.0	2.055513
96.0	2.055513
97.0	2.055513
98.0	2.055513
99.0	2.055513
100.0	2.055513

