## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC167_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC167_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC167_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 03:28:23 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC167	356659	47921364	897811	188525	6833418	7972	0.144028	151789466

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000141
2.0	1.729516
3.0	2.261428
4.0	2.649336
5.0	2.932226
6.0	3.13853
7.0	3.288982
8.0	3.398701
9.0	3.478717
10.0	3.53707
11.0	3.579625
12.0	3.61066
13.0	3.633292
14.0	3.649797
15.0	3.661834
16.0	3.670612
17.0	3.677014
18.0	3.681682
19.0	3.685087
20.0	3.68757
21.0	3.68938
22.0	3.690701
23.0	3.691664
24.0	3.692366
25.0	3.692878
26.0	3.693252
27.0	3.693524
28.0	3.693723
29.0	3.693868
30.0	3.693973
31.0	3.69405
32.0	3.694106
33.0	3.694147
34.0	3.694177
35.0	3.694199
36.0	3.694215
37.0	3.694227
38.0	3.694235
39.0	3.694241
40.0	3.694246
41.0	3.694249
42.0	3.694251
43.0	3.694253
44.0	3.694254
45.0	3.694255
46.0	3.694256
47.0	3.694256
48.0	3.694257
49.0	3.694257
50.0	3.694257
51.0	3.694257
52.0	3.694258
53.0	3.694258
54.0	3.694258
55.0	3.694258
56.0	3.694258
57.0	3.694258
58.0	3.694258
59.0	3.694258
60.0	3.694258
61.0	3.694258
62.0	3.694258
63.0	3.694258
64.0	3.694258
65.0	3.694258
66.0	3.694258
67.0	3.694258
68.0	3.694258
69.0	3.694258
70.0	3.694258
71.0	3.694258
72.0	3.694258
73.0	3.694258
74.0	3.694258
75.0	3.694258
76.0	3.694258
77.0	3.694258
78.0	3.694258
79.0	3.694258
80.0	3.694258
81.0	3.694258
82.0	3.694258
83.0	3.694258
84.0	3.694258
85.0	3.694258
86.0	3.694258
87.0	3.694258
88.0	3.694258
89.0	3.694258
90.0	3.694258
91.0	3.694258
92.0	3.694258
93.0	3.694258
94.0	3.694258
95.0	3.694258
96.0	3.694258
97.0	3.694258
98.0	3.694258
99.0	3.694258
100.0	3.694258

