## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC169_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC169_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC169_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 04:56:42 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC169	387257	43576149	900295	213773	8191500	9293	0.189592	100958700

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000171
2.0	1.649735
3.0	2.071597
4.0	2.345577
5.0	2.523515
6.0	2.639077
7.0	2.714129
8.0	2.762872
9.0	2.794529
10.0	2.815088
11.0	2.82844
12.0	2.837112
13.0	2.842744
14.0	2.846401
15.0	2.848777
16.0	2.85032
17.0	2.851322
18.0	2.851972
19.0	2.852395
20.0	2.852669
21.0	2.852848
22.0	2.852963
23.0	2.853039
24.0	2.853087
25.0	2.853119
26.0	2.85314
27.0	2.853153
28.0	2.853162
29.0	2.853167
30.0	2.853171
31.0	2.853174
32.0	2.853175
33.0	2.853176
34.0	2.853177
35.0	2.853177
36.0	2.853177
37.0	2.853178
38.0	2.853178
39.0	2.853178
40.0	2.853178
41.0	2.853178
42.0	2.853178
43.0	2.853178
44.0	2.853178
45.0	2.853178
46.0	2.853178
47.0	2.853178
48.0	2.853178
49.0	2.853178
50.0	2.853178
51.0	2.853178
52.0	2.853178
53.0	2.853178
54.0	2.853178
55.0	2.853178
56.0	2.853178
57.0	2.853178
58.0	2.853178
59.0	2.853178
60.0	2.853178
61.0	2.853178
62.0	2.853178
63.0	2.853178
64.0	2.853178
65.0	2.853178
66.0	2.853178
67.0	2.853178
68.0	2.853178
69.0	2.853178
70.0	2.853178
71.0	2.853178
72.0	2.853178
73.0	2.853178
74.0	2.853178
75.0	2.853178
76.0	2.853178
77.0	2.853178
78.0	2.853178
79.0	2.853178
80.0	2.853178
81.0	2.853178
82.0	2.853178
83.0	2.853178
84.0	2.853178
85.0	2.853178
86.0	2.853178
87.0	2.853178
88.0	2.853178
89.0	2.853178
90.0	2.853178
91.0	2.853178
92.0	2.853178
93.0	2.853178
94.0	2.853178
95.0	2.853178
96.0	2.853178
97.0	2.853178
98.0	2.853178
99.0	2.853178
100.0	2.853178

