## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/FT390_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/FT390_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/FT390_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 07:11:19 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_FT390	602556	59256258	1429212	360843	12369508	5058	0.210719	121441326

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000066
2.0	1.613996
3.0	1.99088
4.0	2.222245
5.0	2.364278
6.0	2.45147
7.0	2.504996
8.0	2.537855
9.0	2.558027
10.0	2.57041
11.0	2.578012
12.0	2.582679
13.0	2.585544
14.0	2.587303
15.0	2.588382
16.0	2.589045
17.0	2.589452
18.0	2.589702
19.0	2.589855
20.0	2.589949
21.0	2.590007
22.0	2.590043
23.0	2.590064
24.0	2.590078
25.0	2.590086
26.0	2.590091
27.0	2.590094
28.0	2.590096
29.0	2.590097
30.0	2.590098
31.0	2.590098
32.0	2.590099
33.0	2.590099
34.0	2.590099
35.0	2.590099
36.0	2.590099
37.0	2.590099
38.0	2.590099
39.0	2.590099
40.0	2.590099
41.0	2.590099
42.0	2.590099
43.0	2.590099
44.0	2.590099
45.0	2.590099
46.0	2.590099
47.0	2.590099
48.0	2.590099
49.0	2.590099
50.0	2.590099
51.0	2.590099
52.0	2.590099
53.0	2.590099
54.0	2.590099
55.0	2.590099
56.0	2.590099
57.0	2.590099
58.0	2.590099
59.0	2.590099
60.0	2.590099
61.0	2.590099
62.0	2.590099
63.0	2.590099
64.0	2.590099
65.0	2.590099
66.0	2.590099
67.0	2.590099
68.0	2.590099
69.0	2.590099
70.0	2.590099
71.0	2.590099
72.0	2.590099
73.0	2.590099
74.0	2.590099
75.0	2.590099
76.0	2.590099
77.0	2.590099
78.0	2.590099
79.0	2.590099
80.0	2.590099
81.0	2.590099
82.0	2.590099
83.0	2.590099
84.0	2.590099
85.0	2.590099
86.0	2.590099
87.0	2.590099
88.0	2.590099
89.0	2.590099
90.0	2.590099
91.0	2.590099
92.0	2.590099
93.0	2.590099
94.0	2.590099
95.0	2.590099
96.0	2.590099
97.0	2.590099
98.0	2.590099
99.0	2.590099
100.0	2.590099

