## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/HOR9888_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/HOR9888_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/HOR9888_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 15:24:11 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_HOR9888	302050	44627431	816028	152470	7093200	14118	0.160109	125277844

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000263
2.0	1.700761
3.0	2.191329
4.0	2.53488
5.0	2.775473
6.0	2.943964
7.0	3.06196
8.0	3.144594
9.0	3.202464
10.0	3.242991
11.0	3.271373
12.0	3.291249
13.0	3.305169
14.0	3.314917
15.0	3.321743
16.0	3.326524
17.0	3.329872
18.0	3.332217
19.0	3.333859
20.0	3.335009
21.0	3.335814
22.0	3.336378
23.0	3.336773
24.0	3.337049
25.0	3.337243
26.0	3.337379
27.0	3.337474
28.0	3.33754
29.0	3.337587
30.0	3.33762
31.0	3.337642
32.0	3.337658
33.0	3.33767
34.0	3.337677
35.0	3.337683
36.0	3.337687
37.0	3.337689
38.0	3.337691
39.0	3.337693
40.0	3.337694
41.0	3.337694
42.0	3.337695
43.0	3.337695
44.0	3.337695
45.0	3.337695
46.0	3.337696
47.0	3.337696
48.0	3.337696
49.0	3.337696
50.0	3.337696
51.0	3.337696
52.0	3.337696
53.0	3.337696
54.0	3.337696
55.0	3.337696
56.0	3.337696
57.0	3.337696
58.0	3.337696
59.0	3.337696
60.0	3.337696
61.0	3.337696
62.0	3.337696
63.0	3.337696
64.0	3.337696
65.0	3.337696
66.0	3.337696
67.0	3.337696
68.0	3.337696
69.0	3.337696
70.0	3.337696
71.0	3.337696
72.0	3.337696
73.0	3.337696
74.0	3.337696
75.0	3.337696
76.0	3.337696
77.0	3.337696
78.0	3.337696
79.0	3.337696
80.0	3.337696
81.0	3.337696
82.0	3.337696
83.0	3.337696
84.0	3.337696
85.0	3.337696
86.0	3.337696
87.0	3.337696
88.0	3.337696
89.0	3.337696
90.0	3.337696
91.0	3.337696
92.0	3.337696
93.0	3.337696
94.0	3.337696
95.0	3.337696
96.0	3.337696
97.0	3.337696
98.0	3.337696
99.0	3.337696
100.0	3.337696

