## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC105_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC105_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC105_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 24 21:17:27 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC105	263806	41073646	707310	128231	6912999	13644	0.169325	108071097

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000273
2.0	1.684279
3.0	2.152016
4.0	2.471864
5.0	2.690582
6.0	2.840145
7.0	2.94242
8.0	3.012357
9.0	3.060181
10.0	3.092885
11.0	3.115248
12.0	3.13054
13.0	3.140998
14.0	3.148148
15.0	3.153038
16.0	3.156382
17.0	3.158669
18.0	3.160232
19.0	3.161301
20.0	3.162033
21.0	3.162533
22.0	3.162874
23.0	3.163108
24.0	3.163268
25.0	3.163377
26.0	3.163452
27.0	3.163503
28.0	3.163538
29.0	3.163562
30.0	3.163579
31.0	3.16359
32.0	3.163597
33.0	3.163603
34.0	3.163606
35.0	3.163609
36.0	3.16361
37.0	3.163611
38.0	3.163612
39.0	3.163613
40.0	3.163613
41.0	3.163613
42.0	3.163614
43.0	3.163614
44.0	3.163614
45.0	3.163614
46.0	3.163614
47.0	3.163614
48.0	3.163614
49.0	3.163614
50.0	3.163614
51.0	3.163614
52.0	3.163614
53.0	3.163614
54.0	3.163614
55.0	3.163614
56.0	3.163614
57.0	3.163614
58.0	3.163614
59.0	3.163614
60.0	3.163614
61.0	3.163614
62.0	3.163614
63.0	3.163614
64.0	3.163614
65.0	3.163614
66.0	3.163614
67.0	3.163614
68.0	3.163614
69.0	3.163614
70.0	3.163614
71.0	3.163614
72.0	3.163614
73.0	3.163614
74.0	3.163614
75.0	3.163614
76.0	3.163614
77.0	3.163614
78.0	3.163614
79.0	3.163614
80.0	3.163614
81.0	3.163614
82.0	3.163614
83.0	3.163614
84.0	3.163614
85.0	3.163614
86.0	3.163614
87.0	3.163614
88.0	3.163614
89.0	3.163614
90.0	3.163614
91.0	3.163614
92.0	3.163614
93.0	3.163614
94.0	3.163614
95.0	3.163614
96.0	3.163614
97.0	3.163614
98.0	3.163614
99.0	3.163614
100.0	3.163614

