## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC131_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC131_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC131_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 01:15:44 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC131	371831	53182623	921169	169341	6009446	6059	0.114189	217431859

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000101
2.0	1.783201
3.0	2.396387
4.0	2.876524
5.0	3.252482
6.0	3.546866
7.0	3.777375
8.0	3.957868
9.0	4.099199
10.0	4.209863
11.0	4.296516
12.0	4.364368
13.0	4.417497
14.0	4.459098
15.0	4.491672
16.0	4.517179
17.0	4.537151
18.0	4.55279
19.0	4.565036
20.0	4.574624
21.0	4.582132
22.0	4.588011
23.0	4.592614
24.0	4.596219
25.0	4.599041
26.0	4.601251
27.0	4.602982
28.0	4.604337
29.0	4.605398
30.0	4.606228
31.0	4.606879
32.0	4.607388
33.0	4.607787
34.0	4.608099
35.0	4.608344
36.0	4.608536
37.0	4.608685
38.0	4.608803
39.0	4.608895
40.0	4.608967
41.0	4.609023
42.0	4.609067
43.0	4.609102
44.0	4.609129
45.0	4.60915
46.0	4.609167
47.0	4.60918
48.0	4.60919
49.0	4.609198
50.0	4.609204
51.0	4.609209
52.0	4.609213
53.0	4.609216
54.0	4.609218
55.0	4.60922
56.0	4.609221
57.0	4.609222
58.0	4.609223
59.0	4.609224
60.0	4.609225
61.0	4.609225
62.0	4.609225
63.0	4.609226
64.0	4.609226
65.0	4.609226
66.0	4.609226
67.0	4.609226
68.0	4.609226
69.0	4.609226
70.0	4.609226
71.0	4.609226
72.0	4.609226
73.0	4.609226
74.0	4.609226
75.0	4.609226
76.0	4.609226
77.0	4.609227
78.0	4.609227
79.0	4.609227
80.0	4.609227
81.0	4.609227
82.0	4.609227
83.0	4.609227
84.0	4.609227
85.0	4.609227
86.0	4.609227
87.0	4.609227
88.0	4.609227
89.0	4.609227
90.0	4.609227
91.0	4.609227
92.0	4.609227
93.0	4.609227
94.0	4.609227
95.0	4.609227
96.0	4.609227
97.0	4.609227
98.0	4.609227
99.0	4.609227
100.0	4.609227

