## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/SBCC095_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/SBCC095_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/SBCC095_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 15:43:29 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_SBCC095	502153	43874299	1093539	277954	7173816	5504	0.165728	119174432

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000104
2.0	1.692188
3.0	2.171118
4.0	2.502544
5.0	2.731894
6.0	2.890607
7.0	3.000439
8.0	3.076444
9.0	3.12904
10.0	3.165437
11.0	3.190624
12.0	3.208054
13.0	3.220116
14.0	3.228463
15.0	3.234239
16.0	3.238236
17.0	3.241002
18.0	3.242916
19.0	3.244241
20.0	3.245157
21.0	3.245792
22.0	3.246231
23.0	3.246534
24.0	3.246745
25.0	3.24689
26.0	3.246991
27.0	3.24706
28.0	3.247109
29.0	3.247142
30.0	3.247165
31.0	3.247181
32.0	3.247192
33.0	3.2472
34.0	3.247205
35.0	3.247209
36.0	3.247211
37.0	3.247213
38.0	3.247214
39.0	3.247215
40.0	3.247216
41.0	3.247216
42.0	3.247216
43.0	3.247217
44.0	3.247217
45.0	3.247217
46.0	3.247217
47.0	3.247217
48.0	3.247217
49.0	3.247217
50.0	3.247217
51.0	3.247217
52.0	3.247217
53.0	3.247217
54.0	3.247217
55.0	3.247217
56.0	3.247217
57.0	3.247217
58.0	3.247217
59.0	3.247217
60.0	3.247217
61.0	3.247217
62.0	3.247217
63.0	3.247217
64.0	3.247217
65.0	3.247217
66.0	3.247217
67.0	3.247217
68.0	3.247217
69.0	3.247217
70.0	3.247217
71.0	3.247217
72.0	3.247217
73.0	3.247217
74.0	3.247217
75.0	3.247217
76.0	3.247217
77.0	3.247217
78.0	3.247217
79.0	3.247217
80.0	3.247217
81.0	3.247217
82.0	3.247217
83.0	3.247217
84.0	3.247217
85.0	3.247217
86.0	3.247217
87.0	3.247217
88.0	3.247217
89.0	3.247217
90.0	3.247217
91.0	3.247217
92.0	3.247217
93.0	3.247217
94.0	3.247217
95.0	3.247217
96.0	3.247217
97.0	3.247217
98.0	3.247217
99.0	3.247217
100.0	3.247217

