## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC42_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC42_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC42_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 06:13:07 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC42	513874	59003591	1172852	247835	6848925	14165	0.117664	234494582

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000211
2.0	1.777915
3.0	2.382611
4.0	2.852787
5.0	3.218367
6.0	3.50262
7.0	3.723638
8.0	3.895488
9.0	4.029109
10.0	4.133004
11.0	4.213787
12.0	4.276599
13.0	4.325438
14.0	4.363412
15.0	4.392938
16.0	4.415896
17.0	4.433747
18.0	4.447626
19.0	4.458418
20.0	4.466809
21.0	4.473334
22.0	4.478407
23.0	4.482351
24.0	4.485418
25.0	4.487803
26.0	4.489657
27.0	4.491099
28.0	4.49222
29.0	4.493092
30.0	4.493769
31.0	4.494296
32.0	4.494706
33.0	4.495025
34.0	4.495272
35.0	4.495465
36.0	4.495615
37.0	4.495731
38.0	4.495822
39.0	4.495892
40.0	4.495947
41.0	4.495989
42.0	4.496022
43.0	4.496048
44.0	4.496068
45.0	4.496084
46.0	4.496096
47.0	4.496105
48.0	4.496113
49.0	4.496118
50.0	4.496123
51.0	4.496126
52.0	4.496129
53.0	4.496131
54.0	4.496132
55.0	4.496134
56.0	4.496135
57.0	4.496135
58.0	4.496136
59.0	4.496137
60.0	4.496137
61.0	4.496137
62.0	4.496137
63.0	4.496138
64.0	4.496138
65.0	4.496138
66.0	4.496138
67.0	4.496138
68.0	4.496138
69.0	4.496138
70.0	4.496138
71.0	4.496138
72.0	4.496138
73.0	4.496138
74.0	4.496138
75.0	4.496138
76.0	4.496138
77.0	4.496138
78.0	4.496138
79.0	4.496138
80.0	4.496138
81.0	4.496138
82.0	4.496138
83.0	4.496138
84.0	4.496138
85.0	4.496138
86.0	4.496138
87.0	4.496138
88.0	4.496138
89.0	4.496138
90.0	4.496138
91.0	4.496138
92.0	4.496138
93.0	4.496138
94.0	4.496138
95.0	4.496138
96.0	4.496138
97.0	4.496138
98.0	4.496138
99.0	4.496138
100.0	4.496138

