## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/FT539_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/FT539_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/FT539_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 08:34:17 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_FT539	351877	42914406	868247	177173	6149983	11125	0.144779	135250385

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.00022
2.0	1.728496
3.0	2.258765
4.0	2.644861
5.0	2.925984
6.0	3.130674
7.0	3.279711
8.0	3.388228
9.0	3.467241
10.0	3.524771
11.0	3.56666
12.0	3.597159
13.0	3.619367
14.0	3.635536
15.0	3.64731
16.0	3.655882
17.0	3.662124
18.0	3.666668
19.0	3.669977
20.0	3.672387
21.0	3.674141
22.0	3.675418
23.0	3.676348
24.0	3.677025
25.0	3.677518
26.0	3.677877
27.0	3.678139
28.0	3.678329
29.0	3.678468
30.0	3.678569
31.0	3.678642
32.0	3.678696
33.0	3.678734
34.0	3.678763
35.0	3.678783
36.0	3.678799
37.0	3.678809
38.0	3.678817
39.0	3.678823
40.0	3.678827
41.0	3.678831
42.0	3.678833
43.0	3.678834
44.0	3.678836
45.0	3.678836
46.0	3.678837
47.0	3.678838
48.0	3.678838
49.0	3.678838
50.0	3.678838
51.0	3.678838
52.0	3.678839
53.0	3.678839
54.0	3.678839
55.0	3.678839
56.0	3.678839
57.0	3.678839
58.0	3.678839
59.0	3.678839
60.0	3.678839
61.0	3.678839
62.0	3.678839
63.0	3.678839
64.0	3.678839
65.0	3.678839
66.0	3.678839
67.0	3.678839
68.0	3.678839
69.0	3.678839
70.0	3.678839
71.0	3.678839
72.0	3.678839
73.0	3.678839
74.0	3.678839
75.0	3.678839
76.0	3.678839
77.0	3.678839
78.0	3.678839
79.0	3.678839
80.0	3.678839
81.0	3.678839
82.0	3.678839
83.0	3.678839
84.0	3.678839
85.0	3.678839
86.0	3.678839
87.0	3.678839
88.0	3.678839
89.0	3.678839
90.0	3.678839
91.0	3.678839
92.0	3.678839
93.0	3.678839
94.0	3.678839
95.0	3.678839
96.0	3.678839
97.0	3.678839
98.0	3.678839
99.0	3.678839
100.0	3.678839

