## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC1487_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC1487_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC1487_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 01:56:23 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC1487	568000	69466662	1498772	343783	21622887	5734	0.312467	86989163

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000054
2.0	1.450052
3.0	1.652539
4.0	1.743652
5.0	1.784651
6.0	1.803099
7.0	1.811401
8.0	1.815136
9.0	1.816817
10.0	1.817573
11.0	1.817913
12.0	1.818067
13.0	1.818136
14.0	1.818167
15.0	1.81818
16.0	1.818187
17.0	1.81819
18.0	1.818191
19.0	1.818191
20.0	1.818192
21.0	1.818192
22.0	1.818192
23.0	1.818192
24.0	1.818192
25.0	1.818192
26.0	1.818192
27.0	1.818192
28.0	1.818192
29.0	1.818192
30.0	1.818192
31.0	1.818192
32.0	1.818192
33.0	1.818192
34.0	1.818192
35.0	1.818192
36.0	1.818192
37.0	1.818192
38.0	1.818192
39.0	1.818192
40.0	1.818192
41.0	1.818192
42.0	1.818192
43.0	1.818192
44.0	1.818192
45.0	1.818192
46.0	1.818192
47.0	1.818192
48.0	1.818192
49.0	1.818192
50.0	1.818192
51.0	1.818192
52.0	1.818192
53.0	1.818192
54.0	1.818192
55.0	1.818192
56.0	1.818192
57.0	1.818192
58.0	1.818192
59.0	1.818192
60.0	1.818192
61.0	1.818192
62.0	1.818192
63.0	1.818192
64.0	1.818192
65.0	1.818192
66.0	1.818192
67.0	1.818192
68.0	1.818192
69.0	1.818192
70.0	1.818192
71.0	1.818192
72.0	1.818192
73.0	1.818192
74.0	1.818192
75.0	1.818192
76.0	1.818192
77.0	1.818192
78.0	1.818192
79.0	1.818192
80.0	1.818192
81.0	1.818192
82.0	1.818192
83.0	1.818192
84.0	1.818192
85.0	1.818192
86.0	1.818192
87.0	1.818192
88.0	1.818192
89.0	1.818192
90.0	1.818192
91.0	1.818192
92.0	1.818192
93.0	1.818192
94.0	1.818192
95.0	1.818192
96.0	1.818192
97.0	1.818192
98.0	1.818192
99.0	1.818192
100.0	1.818192

