## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/HOR14279_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/HOR14279_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/HOR14279_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 11:28:24 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_HOR14279	495623	63637500	1194263	249946	10073527	14658	0.159638	179389616

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000192
2.0	1.701679
3.0	2.193669
4.0	2.538727
5.0	2.780735
6.0	2.950467
7.0	3.06951
8.0	3.153
9.0	3.211557
10.0	3.252625
11.0	3.281429
12.0	3.30163
13.0	3.315799
14.0	3.325736
15.0	3.332705
16.0	3.337593
17.0	3.341021
18.0	3.343426
19.0	3.345112
20.0	3.346295
21.0	3.347124
22.0	3.347706
23.0	3.348114
24.0	3.3484
25.0	3.348601
26.0	3.348742
27.0	3.34884
28.0	3.34891
29.0	3.348958
30.0	3.348992
31.0	3.349016
32.0	3.349033
33.0	3.349045
34.0	3.349053
35.0	3.349059
36.0	3.349063
37.0	3.349066
38.0	3.349068
39.0	3.349069
40.0	3.34907
41.0	3.349071
42.0	3.349071
43.0	3.349071
44.0	3.349072
45.0	3.349072
46.0	3.349072
47.0	3.349072
48.0	3.349072
49.0	3.349072
50.0	3.349072
51.0	3.349072
52.0	3.349072
53.0	3.349072
54.0	3.349072
55.0	3.349072
56.0	3.349072
57.0	3.349072
58.0	3.349072
59.0	3.349072
60.0	3.349072
61.0	3.349072
62.0	3.349072
63.0	3.349072
64.0	3.349072
65.0	3.349072
66.0	3.349072
67.0	3.349072
68.0	3.349072
69.0	3.349072
70.0	3.349072
71.0	3.349072
72.0	3.349072
73.0	3.349072
74.0	3.349072
75.0	3.349072
76.0	3.349072
77.0	3.349072
78.0	3.349072
79.0	3.349072
80.0	3.349072
81.0	3.349072
82.0	3.349072
83.0	3.349072
84.0	3.349072
85.0	3.349072
86.0	3.349072
87.0	3.349072
88.0	3.349072
89.0	3.349072
90.0	3.349072
91.0	3.349072
92.0	3.349072
93.0	3.349072
94.0	3.349072
95.0	3.349072
96.0	3.349072
97.0	3.349072
98.0	3.349072
99.0	3.349072
100.0	3.349072

