## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/BCC107_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/BCC107_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/BCC107_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 24 21:33:28 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_BCC107	388449	49958100	951933	180611	6622000	16116	0.133838	171743630

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000278
2.0	1.748086
3.0	2.307146
4.0	2.7251
5.0	3.037562
6.0	3.271158
7.0	3.445795
8.0	3.576353
9.0	3.673958
10.0	3.746928
11.0	3.80148
12.0	3.842263
13.0	3.872753
14.0	3.895547
15.0	3.912588
16.0	3.925327
17.0	3.934851
18.0	3.941972
19.0	3.947295
20.0	3.951274
21.0	3.954249
22.0	3.956474
23.0	3.958136
24.0	3.959379
25.0	3.960309
26.0	3.961004
27.0	3.961523
28.0	3.961911
29.0	3.962202
30.0	3.962419
31.0	3.962581
32.0	3.962702
33.0	3.962793
34.0	3.962861
35.0	3.962911
36.0	3.962949
37.0	3.962978
38.0	3.962999
39.0	3.963015
40.0	3.963026
41.0	3.963035
42.0	3.963042
43.0	3.963047
44.0	3.963051
45.0	3.963053
46.0	3.963055
47.0	3.963057
48.0	3.963058
49.0	3.963059
50.0	3.96306
51.0	3.96306
52.0	3.96306
53.0	3.963061
54.0	3.963061
55.0	3.963061
56.0	3.963061
57.0	3.963061
58.0	3.963061
59.0	3.963061
60.0	3.963061
61.0	3.963061
62.0	3.963061
63.0	3.963061
64.0	3.963061
65.0	3.963061
66.0	3.963061
67.0	3.963061
68.0	3.963062
69.0	3.963062
70.0	3.963062
71.0	3.963062
72.0	3.963062
73.0	3.963062
74.0	3.963062
75.0	3.963062
76.0	3.963062
77.0	3.963062
78.0	3.963062
79.0	3.963062
80.0	3.963062
81.0	3.963062
82.0	3.963062
83.0	3.963062
84.0	3.963062
85.0	3.963062
86.0	3.963062
87.0	3.963062
88.0	3.963062
89.0	3.963062
90.0	3.963062
91.0	3.963062
92.0	3.963062
93.0	3.963062
94.0	3.963062
95.0	3.963062
96.0	3.963062
97.0	3.963062
98.0	3.963062
99.0	3.963062
100.0	3.963062

