## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/94-HS2_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/94-HS2_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/94-HS2_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 24 20:51:46 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_94-HS2	372246	43033292	976776	219036	9720633	7537	0.227448	80336562

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000132
2.0	1.585491
3.0	1.928091
4.0	2.128608
5.0	2.245967
6.0	2.314655
7.0	2.354857
8.0	2.378386
9.0	2.392158
10.0	2.400218
11.0	2.404935
12.0	2.407696
13.0	2.409312
14.0	2.410258
15.0	2.410811
16.0	2.411135
17.0	2.411325
18.0	2.411436
19.0	2.411501
20.0	2.411539
21.0	2.411561
22.0	2.411574
23.0	2.411582
24.0	2.411586
25.0	2.411589
26.0	2.41159
27.0	2.411591
28.0	2.411592
29.0	2.411592
30.0	2.411592
31.0	2.411592
32.0	2.411593
33.0	2.411593
34.0	2.411593
35.0	2.411593
36.0	2.411593
37.0	2.411593
38.0	2.411593
39.0	2.411593
40.0	2.411593
41.0	2.411593
42.0	2.411593
43.0	2.411593
44.0	2.411593
45.0	2.411593
46.0	2.411593
47.0	2.411593
48.0	2.411593
49.0	2.411593
50.0	2.411593
51.0	2.411593
52.0	2.411593
53.0	2.411593
54.0	2.411593
55.0	2.411593
56.0	2.411593
57.0	2.411593
58.0	2.411593
59.0	2.411593
60.0	2.411593
61.0	2.411593
62.0	2.411593
63.0	2.411593
64.0	2.411593
65.0	2.411593
66.0	2.411593
67.0	2.411593
68.0	2.411593
69.0	2.411593
70.0	2.411593
71.0	2.411593
72.0	2.411593
73.0	2.411593
74.0	2.411593
75.0	2.411593
76.0	2.411593
77.0	2.411593
78.0	2.411593
79.0	2.411593
80.0	2.411593
81.0	2.411593
82.0	2.411593
83.0	2.411593
84.0	2.411593
85.0	2.411593
86.0	2.411593
87.0	2.411593
88.0	2.411593
89.0	2.411593
90.0	2.411593
91.0	2.411593
92.0	2.411593
93.0	2.411593
94.0	2.411593
95.0	2.411593
96.0	2.411593
97.0	2.411593
98.0	2.411593
99.0	2.411593
100.0	2.411593

