## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/SBCC158_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/SBCC158_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/SBCC158_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 16:09:09 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_SBCC158	563262	58130921	1323136	345585	11512585	6843	0.200049	126722188

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000093
2.0	1.632239
3.0	2.031811
4.0	2.284375
5.0	2.444018
6.0	2.544926
7.0	2.608709
8.0	2.649026
9.0	2.674509
10.0	2.690617
11.0	2.700798
12.0	2.707234
13.0	2.711302
14.0	2.713873
15.0	2.715498
16.0	2.716526
17.0	2.717175
18.0	2.717586
19.0	2.717845
20.0	2.718009
21.0	2.718113
22.0	2.718178
23.0	2.71822
24.0	2.718246
25.0	2.718262
26.0	2.718273
27.0	2.718279
28.0	2.718283
29.0	2.718286
30.0	2.718288
31.0	2.718289
32.0	2.71829
33.0	2.71829
34.0	2.71829
35.0	2.71829
36.0	2.71829
37.0	2.718291
38.0	2.718291
39.0	2.718291
40.0	2.718291
41.0	2.718291
42.0	2.718291
43.0	2.718291
44.0	2.718291
45.0	2.718291
46.0	2.718291
47.0	2.718291
48.0	2.718291
49.0	2.718291
50.0	2.718291
51.0	2.718291
52.0	2.718291
53.0	2.718291
54.0	2.718291
55.0	2.718291
56.0	2.718291
57.0	2.718291
58.0	2.718291
59.0	2.718291
60.0	2.718291
61.0	2.718291
62.0	2.718291
63.0	2.718291
64.0	2.718291
65.0	2.718291
66.0	2.718291
67.0	2.718291
68.0	2.718291
69.0	2.718291
70.0	2.718291
71.0	2.718291
72.0	2.718291
73.0	2.718291
74.0	2.718291
75.0	2.718291
76.0	2.718291
77.0	2.718291
78.0	2.718291
79.0	2.718291
80.0	2.718291
81.0	2.718291
82.0	2.718291
83.0	2.718291
84.0	2.718291
85.0	2.718291
86.0	2.718291
87.0	2.718291
88.0	2.718291
89.0	2.718291
90.0	2.718291
91.0	2.718291
92.0	2.718291
93.0	2.718291
94.0	2.718291
95.0	2.718291
96.0	2.718291
97.0	2.718291
98.0	2.718291
99.0	2.718291
100.0	2.718291

