## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=1000 INPUT=[/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Sorted_BAM/SBCC147_sorted.bam] OUTPUT=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/SBCC147_deduped.bam METRICS_FILE=/panfs/roc/groups/9/morrellp/shared/Projects/IPK_Landraces/sequence_handling/SAM_Processing/Picard/Deduped_BAM/stats/SBCC147_Duplication_Metrics.txt REMOVE_DUPLICATES=true ASSUME_SORTED=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 SORTING_COLLECTION_SIZE_RATIO=0.25 REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json
## htsjdk.samtools.metrics.StringHeader
# Started on: Sat Mar 25 16:05:44 CDT 2017

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IPKLAND_SBCC147	563614	56703886	1370766	335936	11206358	6715	0.1996	123915196

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.000093
2.0	1.632952
3.0	2.033424
4.0	2.286842
5.0	2.447205
6.0	2.548682
7.0	2.612897
8.0	2.653532
9.0	2.679246
10.0	2.695518
11.0	2.705814
12.0	2.71233
13.0	2.716453
14.0	2.719063
15.0	2.720714
16.0	2.721758
17.0	2.72242
18.0	2.722838
19.0	2.723103
20.0	2.72327
21.0	2.723376
22.0	2.723443
23.0	2.723486
24.0	2.723513
25.0	2.72353
26.0	2.72354
27.0	2.723547
28.0	2.723551
29.0	2.723554
30.0	2.723556
31.0	2.723557
32.0	2.723558
33.0	2.723558
34.0	2.723558
35.0	2.723559
36.0	2.723559
37.0	2.723559
38.0	2.723559
39.0	2.723559
40.0	2.723559
41.0	2.723559
42.0	2.723559
43.0	2.723559
44.0	2.723559
45.0	2.723559
46.0	2.723559
47.0	2.723559
48.0	2.723559
49.0	2.723559
50.0	2.723559
51.0	2.723559
52.0	2.723559
53.0	2.723559
54.0	2.723559
55.0	2.723559
56.0	2.723559
57.0	2.723559
58.0	2.723559
59.0	2.723559
60.0	2.723559
61.0	2.723559
62.0	2.723559
63.0	2.723559
64.0	2.723559
65.0	2.723559
66.0	2.723559
67.0	2.723559
68.0	2.723559
69.0	2.723559
70.0	2.723559
71.0	2.723559
72.0	2.723559
73.0	2.723559
74.0	2.723559
75.0	2.723559
76.0	2.723559
77.0	2.723559
78.0	2.723559
79.0	2.723559
80.0	2.723559
81.0	2.723559
82.0	2.723559
83.0	2.723559
84.0	2.723559
85.0	2.723559
86.0	2.723559
87.0	2.723559
88.0	2.723559
89.0	2.723559
90.0	2.723559
91.0	2.723559
92.0	2.723559
93.0	2.723559
94.0	2.723559
95.0	2.723559
96.0	2.723559
97.0	2.723559
98.0	2.723559
99.0	2.723559
100.0	2.723559

